names,date_x,score,genre,overview,crew,orig_title,status,orig_lang,budget_x,revenue,country
47 Meters Down: Uncaged,10/31/2019 ,57.0,"Horror, Drama, Adventure","Four teenage girls go on a diving adventure to explore a submerged Mayan city. Once inside, their rush of excitement turns into a jolt of terror as they discover the sunken ruins are a hunting ground for deadly great white sharks. With their air supply steadily dwindling, the friends must navigate the underwater labyrinth of claustrophobic caves and eerie tunnels in search of a way out of their watery hell.","Sophie Nélisse, Mia, Corinne Foxx, Sasha, Brianne Tju, Alexa, Sistine Rose Stallone, Nicole, Brec Bassinger, Catherine, John Corbett, Grant, Nia Long, Jennifer, Davi Santos, Ben, Khylin Rhambo, Carl",47 Meters Down: Uncaged, Released, English,12000000.0,47582563.0,AU
Death Proof,11/01/2007 ,68.0,"Action, Thriller","Austin's hottest DJ, Jungle Julia, sets out into the night to unwind with her two friends Shanna and Arlene. Covertly tracking their moves is Stuntman Mike, a scarred rebel leering from behind the wheel of his muscle car, revving just feet away.","Kurt Russell, Stuntman Mike McKay, Zoë Bell, Zoë Bell, Rosario Dawson, Abernathy Ross, Vanessa Ferlito, Arlene ""Butterfly"", Sydney Tamiia Poitier, Jungle Julia Lucai, Tracie Thoms, Kim Mathis, Rose McGowan, Pam, Jordan Ladd, Shanna, Mary Elizabeth Winstead, Lee Montgomery",Death Proof, Released, English,25000000.0,31126421.0,AU
Lemony Snicket's A Series of Unfortunate Events,12/16/2004 ,68.0,"Adventure, Comedy, Family","Three wealthy children's parents are killed in a fire. When they are sent to a distant relative, they find out that he is plotting to kill them and seize their fortune.","Emily Browning, Violet Baudelaire, Liam Aiken, Klaus Baudelaire, Jim Carrey, Count Olaf / Dr. Stephano / Captain Sham, Meryl Streep, Josephine Anwhistle, Jude Law, Lemony Snicket (voice), Kara Hoffman, Sunny Baudelaire, Shelby Hoffman, Sunny Baudelaire, Timothy Spall, Mr. Poe, Billy Connolly, Dr. Montgomery Montgomery",Lemony Snicket's A Series of Unfortunate Events, Released, English,100000000.0,212956024.0,AU
Fear of Rain,04/01/2021 ,71.0,"Thriller, Horror, Drama","A teenage girl living with schizophrenia begins to suspect her neighbor has kidnapped a child. Her parents try desperately to help her live a normal life, without exposing their own tragic secrets, and the only person who believes her is Caleb – a boy she isn’t even sure exists.","Madison Iseman, Rain Burroughs, Israel Broussard, Caleb, Katherine Heigl, Michelle Burroughs, Harry Connick Jr., John Burroughs, Eugenie Bondurant, Dani McConnell, Julia Vasi, Alexa, Enuka Okuma, Dr. Elyn Pangloss, Hudson Rodgers, Malia, Lyla Restaino, Young Rain",Fear of Rain, Released, English,141000000.0,762084982.6,AU
Safe,05/03/2012 ,65.0,"Action, Crime, Thriller","After a former elite agent rescues a 12-year-old Chinese girl who's been abducted, they find themselves in the middle of a standoff between Triads, the Russian Mafia and high-level corrupt New York City politicians and police.","Jason Statham, Luke Wright, Chris Sarandon, Mayor Tremello, James Hong, Han Jiao, Catherine Chan, Mei, Robert John Burke, Captain Wolf, Anson Mount, Alex Rosen, Reggie Lee, Quan Chang, Joseph Sikora, Vassily Docheski, Igor Jijikine, Chemyakin",Safe, Released, English,33000000.0,41495213.0,AU
The Tinder Swindler,02/02/2022 ,70.0,"Documentary, Crime","Posing as a wealthy, jet-setting diamond mogul, an Israeli conman wooed women online then conned them out of millions of dollars. Now some victims plan for payback.","Shimon Yehuda Hayut, Self (archival footage), Cecilie Fjellhøy, Self, Pernilla Sjöholm, Self, Ayleen Charlotte, Self, Kristoffer Kumar, Self, Erlend Ofte Arntsen, Self, Natalie Remøe Hansen, Self",The Tinder Swindler, Released, English,203200000.0,532344463.4,GB
Gridiron Gang,09/15/2006 ,70.0,"Crime, Drama","Teenagers at a juvenile detention center, under the leadership of their counselor, gain self-esteem by playing football together.","Dwayne Johnson, Sean Porter, Xzibit, Malcolm Moore, L. Scott Caldwell, Bobbi Porter, Leon Rippy, Paul Higa, Kevin Dunn, Ted Dexter, Jade Yorker, Willie Weathers, David V. Thomas, Kelvin Owens, Setu Taase, Junior Palaita, Mo McRae, Leon Hayes",Gridiron Gang, Released, English,30000000.0,41457834.0,AU
Pet Sematary,04/04/2019 ,57.0,"Horror, Thriller","Dr. Louis Creed and his wife, Rachel, move from Boston to Ludlow, in rural Maine, with their two young children. Hidden in the woods near the new family home, Ellie, their eldest daughter, discovers a mysterious cemetery where the pets of community members are buried.","Jason Clarke, Louis Creed, Amy Seimetz, Rachel Creed, John Lithgow, Jud Crandall, Sonia Maria Chirila, Young Rachel, Jeté Laurence, Ellie Creed, Hugo Lavoie, Gage Creed, Lucas Lavoie, Gage Creed, Obssa Ahmed, Victor Pascow, Alyssa Brooke Levine, Zelda Goldman",Pet Sematary, Released, English,21000000.0,111809732.0,AU
Pet Sematary,04/04/2019 ,57.0,"Horror, Thriller","Dr. Louis Creed and his wife, Rachel, move from Boston to Ludlow, in rural Maine, with their two young children. Hidden in the woods near the new family home, Ellie, their eldest daughter, discovers a mysterious cemetery where the pets of community members are buried.","Jason Clarke, Louis Creed, Amy Seimetz, Rachel Creed, John Lithgow, Jud Crandall, Sonia Maria Chirila, Young Rachel, Jeté Laurence, Ellie Creed, Hugo Lavoie, Gage Creed, Lucas Lavoie, Gage Creed, Obssa Ahmed, Victor Pascow, Alyssa Brooke Levine, Zelda Goldman",Pet Sematary, Released, English,11500000.0,57469850.0,AU
Moneyball,09/23/2011 ,72.0,Drama,"The story of Oakland Athletics general manager Billy Beane's successful attempt to put together a baseball team on a budget, by employing computer-generated analysis to draft his players.","Brad Pitt, Billy Beane, Jonah Hill, Peter Brand, Philip Seymour Hoffman, Art Howe, Robin Wright, Sharon, Chris Pratt, Scott Hatteberg, Stephen Bishop, David Justice, Reed Diamond, Mark Shapiro, Brent Jennings, Ron Washington, Ken Medlock, Grady Fuson",Moneyball, Released, English,50000000.0,111300835.0,AU
Sinister Stepsister,03/11/2022 ,66.0,Thriller,"Jeff Mitchell seems to have it all. He has an interesting and lucrative job, a loving wife, and two amazing kids. Therefore, life is good. However, on one bright day, a cosmic sucker punch comes out of the blue. When Jeff was in high school, unbeknownst to him, he got his girlfriend pregnant. Next, the girl moved away, had the baby, and raised her as a single mother, never telling her daughter, Carlee, who her real father was. However, Carlee's mother recently died in a tragic accident, prompting Carlee to try and uncover the truth. Maybe Jeff is not so lucky after all?","Annika Foster, Carlee Byrne, Tu Morrow, Ella Mitchell, Jhey Castles, Lisa Mitchell, Matthew Pohlkamp, Jeff Mitchell, Johan Gran, Ryan, Jacob Taylor, Blake, Dayne Jarrah, Noah Mitchell, Madison Russ, Tiffany, Gigi Gustin, The Real Carlee Byrne",Sinister Stepsister, Released, English,110600000.0,660008190.4,US
After Porn Ends 3,10/30/2018 ,55.0,Documentary,After Porn Ends 3 continues to explore whether a career as an adult performer is inherently damaging to the balance of a perfomer's life once retired.,"Christy Canyon, Self, Jenteal, Self, Tera Patrick, Self, Priya Rai, Self, Bonnie Rotten, Self, Jenna Presley, Self, Herschel Savage, Self, Alexandra Silk, Self, Luc Wylder, Self",After Porn Ends 3, Released, English,500000.0,7758581.6,US
Charles Enterprises,05/05/2023 ,0.0,,We don't have an overview translated in English. Help us expand our database by adding one.,"Urvashi, , Balu Varghese, , Guru Somasundaram, , Kalaiyarasan, , Sujith Sankar, , Manikanda Rajan, , Bhanupriya, , Abhija Sivakala, , Mridula Madhav, ", ചാൾസ് എന്റർപ്രൈസസ്, In Production, Malayalam,264940000.0,178359863.0,IN
Taurus,11/18/2022 ,70.0,"Drama, Music","A rising but troubled musician searches for the inspiration to record one last song, pushing himself deep into the void.","Machine Gun Kelly, Cole, Maddie Hasson, Ilana, Megan Fox, Mae, Scoot McNairy, Ray, Ruby Rose, Bub, Lil Meech, Syl, Lil Tjay, Lil Tjay, Naomi Wild, Lena, Siri Miller, Cassidy",Taurus, Released, English,111000000.0,395069158.8,US
Shoot 'Em Up,09/14/2007 ,64.0,"Action, Thriller, Comedy, Crime","A man named Mr. Smith delivers a woman's baby during a shootout, and is then called upon to protect the newborn from the army of gunmen.","Clive Owen, Smith, Monica Bellucci, Donna Quintano, Paul Giamatti, Hertz, Stephen McHattie, Hammerson, Greg Bryk, Lone Man, Daniel Pilon, Senator Rutledge, Sidney Mende-Gibson, Baby Oliver, Lucas Mende-Gibson, Baby Oliver, Kaylyn Yellowlees, Baby Oliver",Shoot 'Em Up, Released, English,39000000.0,26796824.0,AU
The Ring Two,03/24/2005 ,57.0,"Drama, Horror, Thriller",Rachel Keller must prevent evil Samara from taking possession of her son's soul.,"Naomi Watts, Rachel Keller, Simon Baker, Max Rourke, David Dorfman, Aidan Keller, Elizabeth Perkins, Dr. Emma Temple, Ryan Merriman, Jake, Sissy Spacek, Evelyn, Gary Cole, Martin Savide, Emily VanCamp, Emily, Mary Elizabeth Winstead, Young Evelyn",The Ring Two, Released, English,50000000.0,161941727.0,AU
Why Him?,12/26/2016 ,64.0,Comedy,A dad forms a bitter rivalry with his daughter's young rich boyfriend.,"Bryan Cranston, Ned Fleming, James Franco, Laird Mayhew, Zoey Deutch, Stephanie Fleming, Megan Mullally, Barb Fleming, Griffin Gluck, Scotty Fleming, Keegan-Michael Key, Gustav, Kaley Cuoco, Justine (voice), Cedric the Entertainer, Lou Dunne, Zack Pearlman, Kevin Dingle",Why Him?, Released, English,38000000.0,117425156.0,AU
Werewolves Within,07/01/2021 ,61.0,"Horror, Comedy","When a proposed pipeline creates hostilities between residents of a small town, a newly-arrived forest ranger must keep the peace after a snowstorm confines the townspeople to an old lodge. But when a mysterious creature begins terrorizing the group, their worst tendencies and prejudices rise to the surface, and it is up to the ranger to keep the residents alive, both from each other and the monster which plagues them.","Sam Richardson, Finn Wheeler, Milana Vayntrub, Cecily Moore, George Basil, Marcus, Sarah Burns, Gwen, Michael Chernus, Pete Anderton, Catherine Curtin, Jeanine Sherman, Wayne Duvall, Sam Parker, Harvey Guillén, Joachim Wolfson, Rebecca Henderson, Dr. Ellis",Werewolves Within, Released, English,6500000.0,937490.0,AU
Poison Ivy,05/08/1992 ,54.0,"Thriller, Drama",A seductive teen befriends an introverted high school student and schemes her way into the lives of her wealthy family.,"Drew Barrymore, Ivy, Sara Gilbert, Sylvie Cooper, Tom Skerritt, Darryl Cooper, Cheryl Ladd, Georgie Cooper, Leonardo DiCaprio, Guy, Jeanne Sakata, Isabelle, Time Winters, Old Man, Alan Stock, Bob, E.J. Moore, Kid",Poison Ivy, Released, English,3000000.0,1829804.0,US
Good Boys,09/19/2019 ,69.0,Comedy,A group of young boys on the cusp of becoming teenagers embark on an epic quest to fix their broken drone before their parents get home.,"Jacob Tremblay, Max, Brady Noon, Thor, Keith L. Williams, Lucas, Molly Gordon, Hannah, Midori Francis, Lily, Will Forte, Max's Dad, Josh Caras, Benji, Retta, Lucas' Mom, Lil Rel Howery, Lucas' Dad",Good Boys, Released, English,20000000.0,111174248.0,AU
Unleashed,08/18/2005 ,69.0,"Action, Crime","Raised as a slave, Danny is used to fighting for his survival. In fact, his ""master,"" Bart, thinks of him as a pet and goes as far as leashing him with a collar so they can make money in fight clubs, where Danny is the main contender. When Bart's crew is in a car accident, Danny escapes and meets a blind, kindhearted piano tuner who takes him in and uses music to free the fighter's long-buried heart.","Jet Li, Danny, Morgan Freeman, Sam, Bob Hoskins, Bart, Vincent Regan, Raffles, Dylan Brown, Lefty, Tamer Hassan, Georgie, Phyllida Law, Distinguished Lady, Michael Jenn, Wyeth, Carole Ann Wilson, Maddy",Unleashed, Released, English,45000000.0,50871113.0,AU
Tender Cousins,11/19/1980 ,56.0,"Drama, Romance",Teenage Julien loves his teenage cousin Julia among flowers in summer of '39 France.,"Anja Schüte, Julia, Valérie Dumas, Poune, Thierry Tevini, Julien, Évelyne Dandry, Aunt Adèle, Elisa Servier, Claire, Macha Méril, Juliens Mutter, Pierre Vernier, Juliens Vater, Gaëlle Legrand, Mathilde, Fanny Bastien, Angèle", Tendres Cousines, Released, French,38998000.0,360848744.0,FR
Wish Upon,07/14/2017 ,56.0,"Horror, Thriller, Fantasy","A teenage girl discovers a box with magical powers, but those powers comes with a deadly price.","Joey King, Clare Shannon, Ryan Phillippe, Jonathan Shannon, Ki Hong Lee, Ryan Hui, Mitchell Slaggert, Paul Middlebrook, Shannon Purser, June Acosta, Sydney Park, Meredith McNeil, Elisabeth Röhm, Johanna Shannon, Josephine Langford, Darcie Chapman, Alexander Nunez, Tyler Manguso",Wish Upon, Released, English,12000000.0,23477345.0,US
Stillwater,07/29/2021 ,67.0,"Drama, Crime, Thriller","Bill Baker, an American oil-rig roughneck from Oklahoma, travels to Marseille to visit his estranged daughter, Allison, who is in prison for a murder she claims she did not commit. Confronted with language barriers, cultural differences, and a complicated legal system, Bill builds a new life for himself in France as he makes it his personal mission to exonerate his daughter.","Matt Damon, Bill Baker, Camille Cottin, Virginie, Abigail Breslin, Allison, Lilou Siauvaud, Maya, Deanna Dunagan, Sharon, Moussa Maaskri, Dirosa, Anne Le Ny, Leparq, Idir Azougli, Akim, Naidra Ayadi, Nedjma",Stillwater, Released, English,20000000.0,19754272.0,AU
Fenced In,09/01/2022 ,59.0,Comedy,"After a nervous breakdown, Walter trades the city for the countryside. But his hopes for a calm life are shattered once he meets his loud new neighbors.","Leandro Hassum, Walter, Júlia Rabello, , Maurício Manfrini, Toninho da Vila, Marlei Cevada, , Julia Foti, , Lucas Leto, , Yves Miguel, , Sophia Guedes, , Dja Marthins, ", Vizinhos, Released, Portuguese,135159000.0,234980052.8,BR
Freedom Writers,03/22/2007 ,79.0,"Crime, Drama","A young teacher inspires her class of at-risk students to learn tolerance, apply themselves, and pursue education beyond high school.","Hilary Swank, Erin Gruwell, Scott Glenn, Steve Gruwell, Imelda Staunton, Margaret Campbell, Patrick Dempsey, Scott Casey, April Lee Hernandez, Eva Benitez, Robert Wisdom, Dr. Carl Cohn, John Benjamin Hickey, Brian Gelford, Pat Carroll, Miep Gies, Hunter Parrish, Ben",Freedom Writers, Released, English,21000000.0,43632609.0,AU
Unwelcome,01/27/2023 ,60.0,Horror,"Londoners Maya and Jamie escape their urban nightmare to the tranquility of rural Ireland only to discover malevolent, murderous goblins lurking in the gnarled, ancient wood at the foot of their new garden. When heavily pregnant Maya’s relationship with a local family turns sour, who – or what – will come to her rescue and what extremes will she go to to protect her unborn child?","Hannah John-Kamen, Maya, Douglas Booth, Jamie, Jamie Lee O'Donnell, Aisling Whelan, Chris Walley, Killian Whelan, Kristian Nairn, Eoin Whelan, Colm Meaney, Colm “Daddy” Whelan, Niamh Cusack, Niamh, Lalor Roddy, Rory, Finbar Lynch, Father Brendan",Unwelcome, Released, English,146740000.0,301123555.2,GB
Jesse Rodriguez vs. Cristian Gonzalez,04/08/2023 ,0.0,Action,Jesse Rodriguez faces Cristian Gonzalez for the vacant WBO flyweight title.,"Jesse Rodriguez, Self, Cristian Gonzalez, Self, Murodjon Akhmadaliev, Self, Marlon Tapales, Self, Raymond Ford, Self, Jessie Magdaleno, Self, Thomas Mattice, Self, Ramiro Cesena, Self, Israil Madrimov, Self",Jesse Rodriguez vs. Cristian Gonzalez, Released, English,184600000.0,178359863.0,US
